,x,y,label,wav,file,class
5057,14.053133010864258,-14.74304485321045,bed,../data/bed/a4e8a997_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_a4e8a997_nohash_0.wav,0
4953,9.542813301086426,11.922988891601562,bed,../data/bed/43691f67_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_43691f67_nohash_0.wav,0
9197,-30.178300857543945,5.915499687194824,bed,../data/bed/be7a5b2d_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_be7a5b2d_nohash_0.wav,0
7750,6.655900955200195,-4.11062479019165,bed,../data/bed/38d78313_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_38d78313_nohash_0.wav,0
340,-17.728059768676758,6.486088275909424,bed,../data/bed/cb8f8307_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_cb8f8307_nohash_1.wav,0
2768,-10.050098419189453,18.40260887145996,bed,../data/bed/5c8af87a_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_5c8af87a_nohash_0.wav,0
8457,-29.6346378326416,5.955950736999512,bed,../data/bed/650daf8e_nohash_2.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_650daf8e_nohash_2.wav,0
9533,-21.478469848632812,2.8498377799987793,bed,../data/bed/9a356ab9_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_9a356ab9_nohash_0.wav,0
12106,-25.977853775024414,1.2110497951507568,bed,../data/bed/e95c70e2_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_e95c70e2_nohash_0.wav,0
11620,-30.28340721130371,-3.18231463432312,bed,../data/bed/3df9a3d4_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_3df9a3d4_nohash_0.wav,0
9968,-23.365148544311523,5.998509883880615,bed,../data/bed/924c1a04_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_924c1a04_nohash_1.wav,0
2809,-28.221744537353516,6.48235559463501,bed,../data/bed/6e2ef3d5_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_6e2ef3d5_nohash_1.wav,0
3886,-17.571056365966797,10.01388931274414,bed,../data/bed/54d9ccb5_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_54d9ccb5_nohash_0.wav,0
5633,-29.57776641845703,3.8310773372650146,bed,../data/bed/8335f893_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_8335f893_nohash_0.wav,0
3473,-30.165271759033203,8.521286010742188,bed,../data/bed/650daf8e_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_650daf8e_nohash_0.wav,0
12959,-29.50617027282715,-0.8197910785675049,bed,../data/bed/7dc95912_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_7dc95912_nohash_0.wav,0
12158,-18.076099395751953,4.88861608505249,bed,../data/bed/2039b9c1_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_2039b9c1_nohash_0.wav,0
4389,-27.99474334716797,-0.9644235372543335,bed,../data/bed/563aa4e6_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_563aa4e6_nohash_0.wav,0
3893,-22.707901000976562,2.128553628921509,bed,../data/bed/17c94b23_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_17c94b23_nohash_0.wav,0
4371,-17.932592391967773,3.3971076011657715,bed,../data/bed/3209ec42_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_3209ec42_nohash_1.wav,0
3895,-35.068973541259766,6.9901580810546875,bed,../data/bed/e20be42a_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_e20be42a_nohash_1.wav,0
2794,-31.22596549987793,7.897068500518799,bed,../data/bed/db9d52d2_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_db9d52d2_nohash_1.wav,0
11846,-18.434043884277344,12.489520072937012,bed,../data/bed/4f086393_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_4f086393_nohash_1.wav,0
7543,-15.856755256652832,-0.4418415129184723,bed,../data/bed/18c54a68_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_18c54a68_nohash_1.wav,0
1376,-18.082378387451172,4.325211048126221,bed,../data/bed/f638a812_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_f638a812_nohash_1.wav,0
12704,-32.8220329284668,10.069700241088867,bed,../data/bed/772db621_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_772db621_nohash_1.wav,0
13624,-31.208595275878906,0.07966514676809311,bed,../data/bed/8c4854bc_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_8c4854bc_nohash_1.wav,0
3216,-22.76217269897461,2.5972371101379395,bed,../data/bed/7c1d8533_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_7c1d8533_nohash_0.wav,0
6185,-20.85675811767578,6.473846912384033,bed,../data/bed/80c45ed6_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_80c45ed6_nohash_1.wav,0
2774,-22.54457664489746,-63.55198287963867,bed,../data/bed/14872d06_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_14872d06_nohash_0.wav,0
6058,-26.310876846313477,-0.9309104681015015,bed,../data/bed/541120c7_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_541120c7_nohash_0.wav,0
2772,-15.964269638061523,9.955644607543945,bed,../data/bed/1528225c_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_1528225c_nohash_1.wav,0
12341,-19.730676651000977,3.7420105934143066,bed,../data/bed/840eab5a_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_840eab5a_nohash_0.wav,0
13753,-27.428998947143555,9.447102546691895,bed,../data/bed/fce96bac_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_fce96bac_nohash_0.wav,0
577,-29.435420989990234,5.126136779785156,bed,../data/bed/0c2ca723_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_0c2ca723_nohash_0.wav,0
4554,-19.919296264648438,5.67441987991333,bed,../data/bed/6094340e_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_6094340e_nohash_0.wav,0
5353,-27.425701141357422,8.254426002502441,bed,../data/bed/1995cf9e_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_1995cf9e_nohash_0.wav,0
612,-18.960752487182617,1.5159227848052979,bed,../data/bed/06076b6b_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_06076b6b_nohash_0.wav,0
12668,-26.18385124206543,12.168464660644531,bed,../data/bed/bcdaa7a9_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_bcdaa7a9_nohash_0.wav,0
6009,-33.24703598022461,5.345548629760742,bed,../data/bed/e20be42a_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_e20be42a_nohash_0.wav,0
3258,-17.11812400817871,9.146463394165039,bed,../data/bed/83c9e7e6_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_83c9e7e6_nohash_0.wav,0
3987,-10.361735343933105,-57.62749099731445,bed,../data/bed/56eb74ae_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_56eb74ae_nohash_0.wav,0
10271,-20.703235626220703,4.114987373352051,bed,../data/bed/b12bef84_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_b12bef84_nohash_0.wav,0
13257,-30.01777458190918,13.49299144744873,bed,../data/bed/bfb10243_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_bfb10243_nohash_0.wav,0
13259,-22.552013397216797,5.405108451843262,bed,../data/bed/9b402bc2_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_9b402bc2_nohash_0.wav,0
12978,-23.24631690979004,5.650309085845947,bed,../data/bed/3cfc6b3a_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_3cfc6b3a_nohash_0.wav,0
3264,-15.821135520935059,5.21117639541626,bed,../data/bed/50d1c8e3_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_50d1c8e3_nohash_0.wav,0
8474,-17.012235641479492,9.28274917602539,bed,../data/bed/1365dd89_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_1365dd89_nohash_0.wav,0
9408,-23.658634185791016,6.940337657928467,bed,../data/bed/409c962a_nohash_2.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_409c962a_nohash_2.wav,0
8296,-17.779504776000977,4.179917335510254,bed,../data/bed/bdee441c_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_bdee441c_nohash_0.wav,0
1554,-30.78508186340332,6.978130340576172,bed,../data/bed/43f57297_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_43f57297_nohash_0.wav,0
10327,-30.810644149780273,7.115955829620361,bed,../data/bed/5a0bc987_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_5a0bc987_nohash_0.wav,0
5730,-23.74832534790039,7.068393707275391,bed,../data/bed/fe291fa9_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_fe291fa9_nohash_0.wav,0
9976,25.80985450744629,-22.024578094482422,bed,../data/bed/c90c0105_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_c90c0105_nohash_0.wav,0
5998,-20.811538696289062,5.632791519165039,bed,../data/bed/96c67073_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_96c67073_nohash_0.wav,0
3614,-17.87534523010254,10.344171524047852,bed,../data/bed/6af4aa07_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_6af4aa07_nohash_0.wav,0
6741,-33.391902923583984,4.296010494232178,bed,../data/bed/72aa7259_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_72aa7259_nohash_0.wav,0
12225,-22.232694625854492,13.02685260772705,bed,../data/bed/00176480_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_00176480_nohash_0.wav,0
926,-32.55228805541992,9.928881645202637,bed,../data/bed/65d81c54_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_65d81c54_nohash_1.wav,0
9860,-26.623470306396484,6.561623573303223,bed,../data/bed/1528225c_nohash_2.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_1528225c_nohash_2.wav,0
9786,-17.93263816833496,3.397104263305664,bed,../data/bed/fa446c16_nohash_2.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_fa446c16_nohash_2.wav,0
9925,-24.64185333251953,4.568537712097168,bed,../data/bed/1706c35f_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_1706c35f_nohash_1.wav,0
10035,-20.919898986816406,6.367807865142822,bed,../data/bed/e8d562ca_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_e8d562ca_nohash_0.wav,0
271,-28.305234909057617,7.555581092834473,bed,../data/bed/78102205_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_78102205_nohash_0.wav,0
4674,-32.1513671875,8.606269836425781,bed,../data/bed/8b39e36f_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_8b39e36f_nohash_0.wav,0
2636,-17.695466995239258,7.842217445373535,bed,../data/bed/eb67fcbc_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_eb67fcbc_nohash_1.wav,0
4660,-15.038032531738281,-4.679717540740967,bed,../data/bed/b2e2773a_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_b2e2773a_nohash_1.wav,0
3950,-31.208602905273438,0.07963564246892929,bed,../data/bed/6b889021_nohash_2.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_6b889021_nohash_2.wav,0
301,-27.175016403198242,0.9248828291893005,bed,../data/bed/48bdc11c_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_48bdc11c_nohash_0.wav,0
8099,-26.968111038208008,2.4815337657928467,bed,../data/bed/f5733968_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_f5733968_nohash_0.wav,0
10173,-27.77153778076172,1.6604852676391602,bed,../data/bed/28612180_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_28612180_nohash_0.wav,0
2688,-19.25272560119629,6.773547172546387,bed,../data/bed/e649aa92_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_e649aa92_nohash_0.wav,0
5491,-9.528172492980957,5.435238838195801,bed,../data/bed/dce5041a_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_dce5041a_nohash_0.wav,0
3954,-26.3115234375,-0.93095862865448,bed,../data/bed/d2dd5785_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_d2dd5785_nohash_0.wav,0
7741,-15.799388885498047,5.199428558349609,bed,../data/bed/997867e7_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_997867e7_nohash_0.wav,0
604,-29.218393325805664,4.316749572753906,bed,../data/bed/61e50f62_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_61e50f62_nohash_0.wav,0
10190,-27.31130027770996,8.175325393676758,bed,../data/bed/da5dadb9_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_da5dadb9_nohash_0.wav,0
3963,14.440844535827637,3.972322702407837,bed,../data/bed/53fd1780_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_53fd1780_nohash_0.wav,0
12880,-30.320615768432617,9.954519271850586,bed,../data/bed/902258bb_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_902258bb_nohash_1.wav,0
6400,-23.399526596069336,4.074009895324707,bed,../data/bed/a19452d5_nohash_2.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_a19452d5_nohash_2.wav,0
13598,-28.13372230529785,5.001592636108398,bed,../data/bed/7be5a0f3_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_7be5a0f3_nohash_0.wav,0
12514,-28.898834228515625,5.965592861175537,bed,../data/bed/e6be0830_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_e6be0830_nohash_1.wav,0
951,-31.76238441467285,11.122579574584961,bed,../data/bed/c0fb6812_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_c0fb6812_nohash_0.wav,0
10639,-27.647676467895508,9.703205108642578,bed,../data/bed/462e1919_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_462e1919_nohash_0.wav,0
9401,-19.76068687438965,3.381805181503296,bed,../data/bed/5f8e50a0_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_5f8e50a0_nohash_0.wav,0
12079,1.2133946418762207,28.119291305541992,bed,../data/bed/a1cff772_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_a1cff772_nohash_0.wav,0
6716,-30.81313705444336,1.2813843488693237,bed,../data/bed/db9d52d2_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_db9d52d2_nohash_0.wav,0
7898,-31.356258392333984,6.750929832458496,bed,../data/bed/18c54a68_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_18c54a68_nohash_0.wav,0
2642,-33.03499221801758,6.987447738647461,bed,../data/bed/876c84d6_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_876c84d6_nohash_1.wav,0
1503,-26.886638641357422,5.24915075302124,bed,../data/bed/989a2213_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_989a2213_nohash_1.wav,0
11423,-17.508703231811523,9.286774635314941,bed,../data/bed/171b56dc_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_171b56dc_nohash_0.wav,0
5226,-7.944301605224609,42.5250358581543,bed,../data/bed/7c9b43f0_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_7c9b43f0_nohash_0.wav,0
10642,-18.074562072753906,4.182162284851074,bed,../data/bed/19e246ad_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_19e246ad_nohash_0.wav,0
375,-39.271480560302734,-18.910974502563477,bed,../data/bed/cce17a61_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_cce17a61_nohash_0.wav,0
4641,-31.05674171447754,5.753636837005615,bed,../data/bed/80c17118_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_80c17118_nohash_0.wav,0
12580,-30.17806625366211,5.915797233581543,bed,../data/bed/f4cae173_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_f4cae173_nohash_1.wav,0
11862,-29.191823959350586,10.497097969055176,bed,../data/bed/49af4432_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_49af4432_nohash_0.wav,0
12700,-17.18325424194336,28.800247192382812,bed,../data/bed/a50a98d2_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_a50a98d2_nohash_0.wav,0
7450,-27.30568504333496,7.766982555389404,bed,../data/bed/3ec05c3d_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_3ec05c3d_nohash_0.wav,0
12527,-18.43134880065918,5.699909687042236,bed,../data/bed/8aa35b0c_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_8aa35b0c_nohash_1.wav,0
12740,-24.697675704956055,6.497714996337891,bed,../data/bed/9dc1889e_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_9dc1889e_nohash_0.wav,0
9908,-21.052900314331055,4.196323871612549,bed,../data/bed/9d050657_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_9d050657_nohash_0.wav,0
10992,-17.868820190429688,11.901505470275879,bed,../data/bed/f5c3de1b_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_f5c3de1b_nohash_0.wav,0
6122,-24.658037185668945,4.603100776672363,bed,../data/bed/0d2bcf9d_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_0d2bcf9d_nohash_0.wav,0
10025,-16.395679473876953,10.228419303894043,bed,../data/bed/18c54a68_nohash_2.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_18c54a68_nohash_2.wav,0
6532,-29.193578720092773,3.7825992107391357,bed,../data/bed/01b4757a_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_01b4757a_nohash_0.wav,0
11199,-20.792037963867188,4.526366233825684,bed,../data/bed/dbb7723a_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_dbb7723a_nohash_0.wav,0
2977,-22.77124786376953,7.029767990112305,bed,../data/bed/df5457dc_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_df5457dc_nohash_0.wav,0
6534,-30.29241943359375,7.913199424743652,bed,../data/bed/541e4079_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_541e4079_nohash_0.wav,0
10691,-28.372020721435547,8.685160636901855,bed,../data/bed/079dfce3_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_079dfce3_nohash_0.wav,0
3792,-31.739482879638672,9.055495262145996,bed,../data/bed/e5d2e09d_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_e5d2e09d_nohash_0.wav,0
9356,-21.858503341674805,9.754732131958008,bed,../data/bed/c90c0105_nohash_2.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_c90c0105_nohash_2.wav,0
2956,-22.167282104492188,0.22952328622341156,bed,../data/bed/1c6e5447_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_1c6e5447_nohash_0.wav,0
9538,-17.63011360168457,6.766507625579834,bed,../data/bed/cfde27ba_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_cfde27ba_nohash_0.wav,0
544,13.866823196411133,-11.196272850036621,bed,../data/bed/6c968bd9_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_6c968bd9_nohash_0.wav,0
7832,-27.899856567382812,3.53177547454834,bed,../data/bed/964e8cfd_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_964e8cfd_nohash_0.wav,0
12926,-33.533203125,9.331257820129395,bed,../data/bed/b0bad4a9_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_b0bad4a9_nohash_0.wav,0
12688,-27.87135887145996,-4.185603618621826,bed,../data/bed/763188c4_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_763188c4_nohash_0.wav,0
8155,-28.133983612060547,5.001634120941162,bed,../data/bed/aba19127_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_aba19127_nohash_0.wav,0
1208,-30.28367042541504,9.50464153289795,bed,../data/bed/924c1a04_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_924c1a04_nohash_0.wav,0
1048,-30.790042877197266,11.111686706542969,bed,../data/bed/b3bb4dd6_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_b3bb4dd6_nohash_1.wav,0
3775,-32.87501907348633,2.2270560264587402,bed,../data/bed/3c257192_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_3c257192_nohash_0.wav,0
11027,-22.905595779418945,3.0671677589416504,bed,../data/bed/e9b61425_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_e9b61425_nohash_1.wav,0
13156,-29.760425567626953,12.359878540039062,bed,../data/bed/cd68e997_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_cd68e997_nohash_0.wav,0
7454,-24.222312927246094,-78.69783782958984,bed,../data/bed/f19c1390_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_f19c1390_nohash_0.wav,0
13132,-17.888648986816406,11.823007583618164,bed,../data/bed/462e1919_nohash_1.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_462e1919_nohash_1.wav,0
1096,8.97105884552002,-10.129817962646484,bed,../data/bed/edd8bfe3_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_edd8bfe3_nohash_0.wav,0
3068,-15.03784465789795,-4.679543972015381,bed,../data/bed/7ff4fc72_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_7ff4fc72_nohash_0.wav,0
13711,14.558405876159668,-9.10661506652832,bed,../data/bed/8bbd98d0_nohash_0.wav,https://sail.usc.edu/~somandep/maps/speech_commands_data/bed_8bbd98d0_nohash_0.wav,0
